ID_Fonte,URL,Publisher,Tipo_Fonte,Prova_Para,ID_Registo,Data_Verificação,Estado,Notas
SRC00030,https://www.notion.vc/our-team/,www.notion.vc,Equipa,Investidor,INV015,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00031,https://www.nautacapital.com/,www.nautacapital.com,Tese / critérios,Investidor,INV016,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00032,https://www.nautacapital.com/team,www.nautacapital.com,Equipa,Investidor,INV016,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00033,https://www.kfund.vc/post/kfund-tech-due-diligence,www.kfund.vc,Tese / critérios,Investidor,INV017,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00034,https://www.kfund.vc/team,www.kfund.vc,Equipa,Investidor,INV017,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00035,https://www.samaipata.vc/post/the-founders-q-a,www.samaipata.vc,Tese / critérios,Investidor,INV018,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00036,https://www.samaipata.vc/samaipata-team,www.samaipata.vc,Equipa,Investidor,INV018,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00037,https://www.portugalventures.pt/,www.portugalventures.pt,Tese / critérios,Investidor,INV019,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00038,https://www.portugalventures.pt/en/team/,www.portugalventures.pt,Equipa,Investidor,INV019,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00039,https://www.indicocapital.com/about-us,www.indicocapital.com,Tese / critérios,Investidor,INV020,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00040,https://www.indicocapital.com/about-us,www.indicocapital.com,Equipa,Investidor,INV020,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00041,https://www.shilling.vc/,www.shilling.vc,Tese / critérios,Investidor,INV021,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00042,https://www.shilling.vc/team,www.shilling.vc,Equipa,Investidor,INV021,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00043,https://www.armilar.com/why-armilar,www.armilar.com,Tese / critérios,Investidor,INV022,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00044,https://www.armilar.com/team,www.armilar.com,Equipa,Investidor,INV022,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00045,https://hoxtonventures.com/,hoxtonventures.com,Tese / critérios,Investidor,INV023,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00046,https://hoxtonventures.com/team/,hoxtonventures.com,Equipa,Investidor,INV023,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00047,https://kindredcapital.vc/,kindredcapital.vc,Tese / critérios,Investidor,INV024,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00048,https://kindredcapital.vc/,kindredcapital.vc,Equipa,Investidor,INV024,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00049,https://www.connectventures.co/,www.connectventures.co,Tese / critérios,Investidor,INV025,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00050,https://www.connectventures.co/,www.connectventures.co,Equipa,Investidor,INV025,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00051,https://www.heartcore.com/about,www.heartcore.com,Tese / critérios,Investidor,INV026,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00052,https://www.heartcore.com/team,www.heartcore.com,Equipa,Investidor,INV026,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00053,https://partechpartners.com/funds,partechpartners.com,Tese / critérios,Investidor,INV027,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00054,https://partechpartners.com/team,partechpartners.com,Equipa,Investidor,INV027,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00055,https://www.pointnine.com/team,www.pointnine.com,Perfil / equipa,Pessoa,PER0001,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00056,https://www.pointnine.com/team,www.pointnine.com,Perfil / equipa,Pessoa,PER0002,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00057,https://www.pointnine.com/team,www.pointnine.com,Perfil / equipa,Pessoa,PER0003,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00058,https://www.pointnine.com/team,www.pointnine.com,Perfil / equipa,Pessoa,PER0004,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00059,https://seedcamp.com/people/reshma-sohoni/,seedcamp.com,Perfil / equipa,Pessoa,PER0005,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00060,https://seedcamp.com/people/carlos-eduardo-espinal/,seedcamp.com,Perfil / equipa,Pessoa,PER0006,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00061,https://seedcamp.com/our-team/,seedcamp.com,Perfil / equipa,Pessoa,PER0007,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00062,https://seedcamp.com/our-team/,seedcamp.com,Perfil / equipa,Pessoa,PER0008,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00063,https://www.jme.vc/,www.jme.vc,Perfil / equipa,Pessoa,PER0009,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00064,https://www.jme.vc/,www.jme.vc,Perfil / equipa,Pessoa,PER0010,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00065,https://www.jme.vc/,www.jme.vc,Perfil / equipa,Pessoa,PER0011,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00066,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0012,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00067,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0013,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00068,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0014,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00069,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0015,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00070,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0016,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00071,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0017,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00072,https://www.picuscap.com/team/,www.picuscap.com,Perfil / equipa,Pessoa,PER0018,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00073,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0019,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00074,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0020,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00075,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0021,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00076,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0022,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00077,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0023,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00078,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0024,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00079,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0025,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00080,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0026,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00081,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0027,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00082,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0028,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00083,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0029,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00084,https://www.speedinvest.com/team,www.speedinvest.com,Perfil / equipa,Pessoa,PER0030,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00085,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0031,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00086,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0032,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00087,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0033,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00088,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0034,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00089,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0035,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00090,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0036,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00091,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0037,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00092,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0038,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00093,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0039,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00094,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0040,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00095,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0041,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00096,https://www.indexventures.com/team/,www.indexventures.com,Perfil / equipa,Pessoa,PER0042,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00097,https://20.atomico.com/,20.atomico.com,Perfil / equipa,Pessoa,PER0043,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00098,https://20.atomico.com/,20.atomico.com,Perfil / equipa,Pessoa,PER0044,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00099,https://20.atomico.com/,20.atomico.com,Perfil / equipa,Pessoa,PER0045,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00100,https://20.atomico.com/,20.atomico.com,Perfil / equipa,Pessoa,PER0046,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00101,https://20.atomico.com/,20.atomico.com,Perfil / equipa,Pessoa,PER0047,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00102,https://20.atomico.com/,20.atomico.com,Perfil / equipa,Pessoa,PER0048,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00103,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0049,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00104,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0050,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00105,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0051,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00106,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0052,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00107,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0053,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00108,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0054,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00109,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0055,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00110,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0056,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00111,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0057,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00112,https://www.balderton.com/team/,www.balderton.com,Perfil / equipa,Pessoa,PER0058,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00113,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0059,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00114,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0060,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00115,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0061,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00116,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0062,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00117,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0063,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00118,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0064,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00119,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0065,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00120,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0066,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00121,https://cherry.vc/about,cherry.vc,Perfil / equipa,Pessoa,PER0067,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00122,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0068,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00123,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0069,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00124,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0070,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00125,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0071,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00126,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0072,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00127,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0073,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00128,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0074,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00129,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0075,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00130,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0076,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00131,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0077,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00132,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0078,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00133,https://creandum.com/team/,creandum.com,Perfil / equipa,Pessoa,PER0079,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00134,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0080,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00135,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0081,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00136,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0082,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00137,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0083,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00138,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0084,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00139,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0085,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00140,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0086,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00141,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0087,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00142,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0088,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00143,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0089,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00144,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0090,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00145,https://northzone.com/team,northzone.com,Perfil / equipa,Pessoa,PER0091,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00146,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0092,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00147,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0093,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00148,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0094,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00149,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0095,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00150,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0096,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00151,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0097,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00152,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0098,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00153,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0099,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00154,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0100,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00155,https://www.project-a.com/team/,www.project-a.com,Perfil / equipa,Pessoa,PER0101,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00156,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0102,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00157,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0103,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00158,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0104,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00159,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0105,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00160,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0106,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00161,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0107,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00162,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0108,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00163,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0109,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00164,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0110,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00165,https://www.dawncapital.com/team,www.dawncapital.com,Perfil / equipa,Pessoa,PER0111,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00166,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0112,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00167,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0113,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00168,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0114,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00169,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0115,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00170,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0116,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00171,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0117,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00172,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0118,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00173,https://octopusventures.com/,octopusventures.com,Perfil / equipa,Pessoa,PER0119,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00174,https://www.notion.vc/library,www.notion.vc,Perfil / equipa,Pessoa,PER0120,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
SRC00175,https://www.notion.vc/library,www.notion.vc,Perfil / equipa,Pessoa,PER0121,2026-09-09,Ativa,Fonte pública; verificar novamente antes de outreach.
